hotel_id,hotel_name,city,province,area,latitude,longitude,hotel_type,price_range,rating,review_count,amenities,nearby_attractions,tags,description,other_details
H0039,Dadeldhura Residency,Dadeldhura,7,Central Dadeldhura,27.679104,85.318669,Homestay,1500-6100 NPR,3.7,3419,Tour Desk; Wake-up Service; Free Parking; Bike Rental; Family Rooms; Hiking Tours; Bonfire,Ninglasaini Bhagwati,wildlife; hindu; temple; culture,"Dadeldhura Residency is a homestay in Central Dadeldhura, Dadeldhura. Features include Tour Desk, Wake-up Service, Free Parking, Bike Rental. Close to Ninglasaini Bhagwati.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""wildlife"", ""hindu"", ""temple""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0040,Dolpa Hotel,Dolpa,6,Phoksundo lake,27.727607,85.275954,Guesthouse,5900-9900 NPR,3.9,675,Free Parking; Restaurant; Conference Hall; Airport Shuttle,Phoksundo lake,trekking; hills; scenery; romantic; mountains; hiking; lake,"Dolpa Hotel is a guesthouse in Phoksundo lake, Dolpa. Features include Free Parking, Restaurant, Conference Hall, Airport Shuttle. Close to Phoksundo lake.","{""best_time"": ""May-Oct"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking"", ""hills"", ""scenery""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0041,Gulmi Resort,Gulmi,5,Central Gulmi,27.671958,85.287286,Homestay,6600-14500 NPR,3.6,1922,Wake-up Service; Room Service; Bar; Guide Services; Swimming Pool,Narayansthan,river; mountain-view; temple; scenery; adventure; lakeside; hill,"Gulmi Resort is a homestay in Central Gulmi, Gulmi. Features include Wake-up Service, Room Service, Bar, Guide Services. Close to Narayansthan.","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""river"", ""mountain-view"", ""temple""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0042,Rasuwa Guest Lodge - 42,Rasuwa,3,Central Rasuwa,27.705703,85.319454,Homestay,4400-6900 NPR,4.2,2501,Laundry; Bike Rental; Conference Hall; Bonfire; Hiking Tours; Airport Shuttle,Tamang heritage and Langtang Valley,trekking; family-friendly; village; scenary; eco-friendly; trekking-base,"Rasuwa Guest Lodge - 42 is a homestay in Central Rasuwa, Rasuwa. Features include Laundry, Bike Rental, Conference Hall, Bonfire. Close to Tamang heritage and Langtang Valley.","{""best_time"": ""Sep-Nov, Mar-May"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking"", ""family-friendly"", ""village""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0043,Dolpo/Mustang Grand Hotel - 43,Dolpo/Mustang,4,Central Dolpo/Mustang,27.720158,85.304512,Resort,7100-12000 NPR,4.4,1445,Bike Rental; Hiking Tours; Laundry; Restaurant; Guide Services; Bonfire,Upper Dolpo to Mustang trek,trekking; hills; landmarks; mountains; hiking; spiritual,"Dolpo/Mustang Grand Hotel - 43 is a resort in Central Dolpo/Mustang, Dolpo/Mustang. Features include Bike Rental, Hiking Tours, Laundry, Restaurant. Close to Upper Dolpo to Mustang trek.","{""best_time"": ""Sep-Nov"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking"", ""hills"", ""landmarks""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0044,Parbat Lodge - 44,Parbat,4,Central Parbat,27.721464,85.289788,Eco-Lodge,3200-10200 NPR,4.7,4516,Hiking Tours; Airport Shuttle; Lake View,Thalthapi Mai Bhagwati Temple,trekking-base; hindu; temple; luxury,"Parbat Lodge - 44 is a eco-lodge in Central Parbat, Parbat. Features include Hiking Tours, Airport Shuttle, Lake View. Close to Thalthapi Mai Bhagwati Temple.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking-base"", ""hindu"", ""temple""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0045,Palpa Heritage Hotel,Palpa,5,Shrinagar Hill,27.722162,85.297719,Resort,2300-11300 NPR,4.0,4093,Breakfast Included; Bar; Laundry; Conference Hall; Spa; Mountain View,Shrinagar Hill,trekking; scenery; hill; hiking; spiritual; luxury,"Palpa Heritage Hotel is a resort in Shrinagar Hill, Palpa. Features include Breakfast Included, Bar, Laundry, Conference Hall. Close to Shrinagar Hill.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking"", ""scenery"", ""hill""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0046,"Sunsari, Saptari, Udayapur Palace","Sunsari, Saptari, Udayapur",1,Koshi tappu wildlife reserve,27.67082,85.294479,Guesthouse,7700-10000 NPR,4.2,972,Bonfire; Mountain View; Bike Rental; Laundry,Koshi tappu wildlife reserve,sighting; local-experience; tour; hiking; spiritual; wildlife; boat ride,"Sunsari, Saptari, Udayapur Palace is a guesthouse in Koshi tappu wildlife reserve, Sunsari, Saptari, Udayapur. Features include Bonfire, Mountain View, Bike Rental, Laundry. Close to Koshi tappu wildlife reserve.","{""best_time"": ""Nov–Feb"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""sighting"", ""local-experience"", ""tour""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0047,Manang Resort,Manang,4,Tilicho Lake,27.725312,85.300494,Budget Hotel,7900-9500 NPR,3.9,3409,Bike Rental; Laundry; Free WiFi; Mountain View; Conference Hall,Tilicho Lake,trekking; hills; culture; adventure; mountains; hiking; spiritual; lake,"Manang Resort is a budget hotel in Tilicho Lake, Manang. Features include Bike Rental, Laundry, Free WiFi, Mountain View. Close to Tilicho Lake.","{""best_time"": ""Sep-Nov, Mar-May"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking"", ""hills"", ""culture""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0048,Humla Heritage Hotel,Humla,6,Tso Lamgyok,27.715772,85.292633,Lodge,7900-11500 NPR,5.0,1966,Family Rooms; Free Parking; Guide Services; Breakfast Included; Lake View; Bonfire; Pet Friendly,Tso Lamgyok,trekking; hills; heritage; adventure; mountains; natural beauty; lake,"Humla Heritage Hotel is a lodge in Tso Lamgyok, Humla. Features include Family Rooms, Free Parking, Guide Services, Breakfast Included. Close to Tso Lamgyok.","{""best_time"": ""May-Oct"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking"", ""hills"", ""heritage""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0049,Kanchanpur Grand Hotel - 49,Kanchanpur,7,Central Kanchanpur,27.68992,85.276022,Eco-Lodge,1600-9600 NPR,3.5,1190,Wake-up Service; Spa; Airport Shuttle; Bonfire; Laundry; Lake View,Jhilmila lake,trekking-base; lake; budget; heritage,"Kanchanpur Grand Hotel - 49 is a eco-lodge in Central Kanchanpur, Kanchanpur. Features include Wake-up Service, Spa, Airport Shuttle, Bonfire. Close to Jhilmila lake.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking-base"", ""lake"", ""budget""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0050,Annapurna Base Camp Lodge,Pokhara,4,Central Pokhara,28.232846,83.984877,Hostel,1100-2700 NPR,3.9,2364,Airport Shuttle; Guide Services; Swimming Pool; Room Service,Khare,wildlife; offbeat; Trekking; Scenic views,"Annapurna Base Camp Lodge is a hostel in Central Pokhara, Pokhara. Features include Airport Shuttle, Guide Services, Swimming Pool, Room Service. Close to Khare.","{""best_time"": ""Oct–Nov, Mar–May"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""wildlife"", ""offbeat"", ""Trekking""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0051,"Sunsari, Saptari, Udayapur Grand Hotel - 51","Sunsari, Saptari, Udayapur",1,Koshi tappu wildlife reserve,27.691508,85.295841,Guesthouse,5200-12400 NPR,4.3,1485,Restaurant; Airport Shuttle; Family Rooms; Free Parking,Koshi tappu wildlife reserve,culture; sighting; adventure; tour; hiking; wildlife; boat ride,"Sunsari, Saptari, Udayapur Grand Hotel - 51 is a guesthouse in Koshi tappu wildlife reserve, Sunsari, Saptari, Udayapur. Features include Restaurant, Airport Shuttle, Family Rooms, Free Parking. Close to Koshi tappu wildlife reserve.","{""best_time"": ""Nov–Feb"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""culture"", ""sighting"", ""adventure""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0052,Sindhupalchowk Resort,Sindhupalchowk,3,Central Sindhupalchowk,27.71001,85.323935,Eco-Lodge,3200-6200 NPR,3.6,2840,Mountain View; Guide Services; Laundry; Hiking Tours; Wake-up Service; Bar; Bonfire,"Tatopani, Sindhupalchowk",rafting; river; pond; border; lakeside; luxury,"Sindhupalchowk Resort is a eco-lodge in Central Sindhupalchowk, Sindhupalchowk. Features include Mountain View, Guide Services, Laundry, Hiking Tours. Close to Tatopani, Sindhupalchowk.","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""rafting"", ""river"", ""pond""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0053,Gulmi Inn,Gulmi,5,Central Gulmi,27.687714,85.328677,Luxury Hotel,3000-3700 NPR,4.3,411,Bonfire; Mountain View; Free Parking; Pet Friendly; Room Service; Bar; Tour Desk,Marbhung,river; temple; adventure; hill; luxury,"Gulmi Inn is a luxury hotel in Central Gulmi, Gulmi. Features include Bonfire, Mountain View, Free Parking, Pet Friendly. Close to Marbhung.","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""river"", ""temple"", ""adventure""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0054,Sunsari Hotel,Sunsari,1,Itahari,27.691892,85.277885,Homestay,3500-10800 NPR,3.8,1092,Pet Friendly; Bike Rental; Tour Desk; Laundry; Restaurant; Conference Hall; Hiking Tours,Itahari,Terai; Tour; Trekking; Parks; trekking-base; wildlife,"Sunsari Hotel is a homestay in Itahari, Sunsari. Features include Pet Friendly, Bike Rental, Tour Desk, Laundry. Close to Itahari.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""Terai"", ""Tour"", ""Trekking""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0055,Parsa Resort,Parsa,2,Ghadiarwa Pokhari – Birgunj,27.72799,85.321608,Luxury Hotel,7700-14200 NPR,3.6,3242,Laundry; Conference Hall; Swimming Pool,Ghadiarwa Pokhari – Birgunj,peaceful; mountain-view; temple; hindu; pond,"Parsa Resort is a luxury hotel in Ghadiarwa Pokhari – Birgunj, Parsa. Features include Laundry, Conference Hall, Swimming Pool. Close to Ghadiarwa Pokhari – Birgunj.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""peaceful"", ""mountain-view"", ""temple""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0056,Mahottari Lodge,Mahottari,2,Central Mahottari,27.676501,85.284029,Resort,5900-11700 NPR,4.9,1823,Wake-up Service; Hiking Tours; Mountain View,Jaleshwor Mini Waterfall,eco-friendly; photography; Local exploration; adventure; luxury,"Mahottari Lodge is a resort in Central Mahottari, Mahottari. Features include Wake-up Service, Hiking Tours, Mountain View. Close to Jaleshwor Mini Waterfall.","{""best_time"": ""July–Sept"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""eco-friendly"", ""photography"", ""Local exploration""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0057,Sankhuwasabha Grand Hotel - 57,Sankhuwasabha,1,Central Sankhuwasabha,27.675832,85.323236,Budget Hotel,4000-11900 NPR,4.1,4435,Room Service; Spa; Guide Services; Swimming Pool; Bonfire; Wake-up Service,Gairi pangma,Landmarks; peaceful; Tour; family-friendly; Hiking,"Sankhuwasabha Grand Hotel - 57 is a budget hotel in Central Sankhuwasabha, Sankhuwasabha. Features include Room Service, Spa, Guide Services, Swimming Pool. Close to Gairi pangma.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""Landmarks"", ""peaceful"", ""Tour""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0058,Hotel Barahi (Kathmandu),Kathmandu,3,Sundarijal,27.708961,85.352856,Lodge,5300-11600 NPR,3.6,2270,Swimming Pool; Hiking Tours; Airport Shuttle; Bar,Sundarijal,Picnic spot; family-friendly; waterfall; local-experience; romantic; hiking,"Hotel Barahi (Kathmandu) is a lodge in Sundarijal, Kathmandu. Features include Swimming Pool, Hiking Tours, Airport Shuttle, Bar. Close to Sundarijal.","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""Picnic spot"", ""family-friendly"", ""waterfall""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0059,Parbat Palace,Parbat,4,Central Parbat,27.682312,85.319789,Hostel,2500-6500 NPR,4.7,1918,Spa; Tour Desk; Free WiFi; Laundry; Wake-up Service,Mahabhir Waterfall Rappelling/ Canyoning,canyoning; rappelling; birdwatching; waterfall; adventure,"Parbat Palace is a hostel in Central Parbat, Parbat. Features include Spa, Tour Desk, Free WiFi, Laundry. Close to Mahabhir Waterfall Rappelling/ Canyoning.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""canyoning"", ""rappelling"", ""birdwatching""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
